x,y,err
0,1.3333333333333333,0.33333333333333337
1,1.5185185185185186,0.3333333333333333
2,1.8524590163934425,0.33333333333333337
3,2.0153568202348686,0.33333333333333337
4,1.911629382833571,0.3333333333333333
5,2.0259345997050913,0.3333333333333333
6,2.019371244391895,0.0
7,1.9346097017534685,0.6666666666666667
8,2.026716838726554,0.881917103688197
9,2.170102749221669,0.881917103688197
10,2.205816668336178,0.33333333333333337
11,2.0184438385158097,0.3333333333333333
12,2.155630310184654,0.33333333333333337
13,2.2625394972529635,0.33333333333333337
14,2.3463124291422695,0.33333333333333337
15,2.069251367733057,0.5773502691896258
16,2.05508202904425,0.5773502691896258
17,2.1117531867204398,0.33333333333333337
18,2.0890757328230007,0.5773502691896258
19,2.1384970418244027,0.6666666666666667
20,2.1778270554742964,0.33333333333333337
21,2.141997267205675,0.5773502691896258
22,1.912241575542592,0.0
23,1.8628935543260179,0.6666666666666667
24,2.024257793654418,0.33333333333333337
25,2.0193915275366474,0.5773502691896258
26,2.0823320695887593,0.33333333333333337
27,2.0658337432667335,0.5773502691896258
28,2.0526465884797434,1.1547005383792517
29,2.108853518259321,0.33333333333333337
30,2.2205267437465075,0.33333333333333337
31,2.2431059507546953,0.33333333333333337
32,2.2611628722040797,0.33333333333333337
33,2.1422033114331516,0.3333333333333333
34,2.180444828415414,0.3333333333333333
35,2.1443441473915397,0.5773502691896258
36,2.115467821190341,1.0
37,1.9590084282743665,0.3333333333333333
38,1.8338526142096738,0.881917103688197
39,1.8004109795453702,0.33333333333333337
40,1.6403117589670086,0.5773502691896258
41,1.7122555274725653,0.5773502691896258
42,1.6364659306720413,0.6666666666666667
43,1.8425172963743948,0.3333333333333333
44,1.8740152090271025,0.0
45,2.0992200144638438,0.5773502691896258
46,2.0793754583855892,0.0
47,1.9968318592580325,0.8819171036881969
48,1.997465498710932,0.0
49,1.931304788024862,0.3333333333333333
50,1.8783765594196857,0.3333333333333333
51,1.7693669184663607,0.6666666666666667
52,1.6821595641712999,0.3333333333333333
53,1.7457280229586665,0.0
54,1.9299166131144296,0.3333333333333333
55,1.743932594642718,0.5773502691896258
56,1.8618130952154925,0.3333333333333333
57,1.8227837160489309,0.8819171036881969
58,1.7248934519853198,0.3333333333333333
59,1.713248077075104,0.3333333333333333
60,1.6372650351718119,0.6666666666666667
61,1.709812099291403,0.0
62,1.567849568043966,0.5773502691896258
63,1.6542797086882512,0.0
64,1.5234237012388834,0.5773502691896258
65,1.6854056927315297,0.33333333333333337
66,1.748324574406573,0.0
67,1.8653263562742635,0.3333333333333333
68,2.0922611316971866,0.0
69,2.0071422246847277,0.3333333333333333
70,2.0723804550024334,0.33333333333333337
71,2.1912377098524094,0.33333333333333337
72,2.0863234923762555,0.3333333333333333
73,2.0690587927373656,0.5773502691896258
74,2.0552470334451636,0.0
75,2.0441976262795047,0.5773502691896258
76,2.1020247696858116,0.33333333333333337
77,2.1482864836924627,0.33333333333333337
78,1.9186291818818537,0.5773502691896258
79,2.0015700136375876,0.6666666666666667
80,1.8679226756876615,0.6666666666666667
81,1.8276714734283088,0.33333333333333337
82,1.9288038463241832,0.3333333333333333
83,2.0097097443115297,0.33333333333333337
84,2.0077677954379807,0.5773502691896258
85,2.0728809033186346,0.33333333333333337
86,2.058304722600898,0.0
87,2.1799771117747224,0.6666666666666666
88,2.1439816893344177,0.5773502691896258
89,2.1151853514129035,0.5773502691896258
90,2.0921482810953593,0.5773502691896258
91,2.1403852916015222,0.6666666666666667
92,2.178974899985368,0.33333333333333337
93,2.2098465866789505,0.3333333333333333
94,2.16787726931707,0.5773502691896258
95,2.134301815436958,0.5773502691896258
96,2.240774785725261,0.6666666666666667
97,2.1926198285648812,0.0
98,2.2207625295257376,0.33333333333333337
99,2.176610023611596,0.5773502691896258
100,2.2079546855610515,0.33333333333333337
101,2.233030415118777,0.33333333333333337
102,1.9197576653956818,0.6666666666666667
103,1.9358061323178843,0.0
104,2.0819782391973978,0.33333333333333337
105,1.9989159246868158,0.33333333333333337
106,2.065799406418977,0.33333333333333337
107,2.052639525134732,0.0
108,1.9087782867705194,0.3333333333333333
109,1.9936892960849393,0.33333333333333337
110,1.9949514368679735,1.1547005383792517
111,2.0626278161619926,0.33333333333333337
112,2.0501022529294537,0.0
113,2.1067484690107374,0.6666666666666667
114,2.2853987752098703,0.5773502691896258
115,2.2283190201675693,0.5773502691896258
116,2.2493218828008184,0.3333333333333333
117,2.199457506240472,0.5773502691896258
118,2.226232671659123,0.3333333333333333
119,2.2476528039940153,0.33333333333333337
120,2.264788909861911,0.33333333333333337
121,2.3451644612229825,0.33333333333333337
122,2.2094649023115562,0.33333333333333337
123,2.0342385885157435,0.6666666666666667
124,2.0940575374793076,0.33333333333333337
